Rname	Rclass	Rfam	[0;1[	[1;2[	[2;3[	[3;4[	[4;5[	[5;6[	[6;7[	[7;8[	[8;9[	[9;10[	[10;11[	[11;12[	[12;13[	[13;14[	[14;15[	[15;16[	[16;17[	[17;18[	[18;19[	[19;20[	[20;21[	[21;22[	[22;23[	[23;24[	[24;25[	[25;26[	[26;27[	[27;28[	[28;29[	[29;30[	[30;31[	[31;32[	[32;33[	[33;34[	[34;35[	[35;36[	[36;37[	[37;38[	[38;39[	[39;40[	[40;41[	[41;42[	[42;43[	[43;44[	[44;45[	[45;46[	[46;47[	[47;48[	[48;49[	[49;50[
TE_00000607_LTR	LTR	Copia	407	0	0	398	0	0	0	0	0	0	270	240	807	218	208	60	61	524	0	0	65	72	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000707	MITE	DTM	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000792_INT	LTR	Gypsy	8635	0	0	0	0	0	0	0	189	13844	10722	0	2239	4782	4886	4697	605	939	8389	3092	9372	2658	6175	498	4411	0	0	6468	1859	604	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000590_INT	LTR	Gypsy	2753	0	0	149	0	0	0	0	0	0	0	0	0	0	643	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000647_LTR	LTR	Copia	766	0	766	0	0	0	0	0	0	0	0	0	39	0	89	0	0	0	0	0	112	268	385	191	903	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000761	DNA	Helitron	0	0	1062	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000625	MITE	DTA	194	0	194	0	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	187	0	269	88	194	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000359_LTR	LTR	Copia	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000796	MITE	DTA	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	108	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000236	DNA	Helitron	6155	2914	0	2282	965	1144	7688	6796	899	778	0	34	0	230	67	0	81	76	216	0	30	275	45	0	0	89	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000335	MITE	DTH	526	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	273	0	76	321	232	121	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000417_INT	LTR	Copia	3426	0	0	0	4460	4462	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	99	128	0	0	0	0	0	113	2125	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000298	DNA	DTM	4429	0	0	0	0	0	0	0	0	1224	0	0	45	115	0	0	0	459	61	1977	0	210	0	65	3018	1427	1355	5121	2626	0	1181	504	492	0	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000629_LTR	LTR	Copia	174	174	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	164	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000005	DNA	Helitron	8546	972	0	0	136	542	1773	476	108	1316	1694	1608	3185	5787	7892	6238	10344	2416	2511	2837	1481	2499	1599	2305	2699	1698	1775	4168	4449	6806	6031	4805	3701	2540	1963	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000274	DNA	Helitron	6601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	267	0	0	137	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000231	DNA	DTH	2542	0	0	29	0	0	0	0	0	0	0	0	0	0	0	141	0	57	0	0	0	593	0	0	620	0	577	0	0	79	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000342_INT	LTR	Copia	17980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4450	0	0	400	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000738_INT	LTR	Copia	8307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	140	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000331	DNA	Helitron	6714	0	413	3294	948	1661	1298	6639	743	1802	677	810	288	1393	79	1344	1202	1406	16	380	932	453	889	1200	1183	816	725	681	530	159	0	0	375	98	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000370_INT	LTR	Copia	3543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000806_LTR	LTR	unknown	1478	0	0	1477	238	1709	3659	1530	4153	17772	5715	6096	1615	2013	2435	1781	0	2129	1400	466	1203	200	214	541	768	53	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000315	DNA	DTM	197	220	0	0	125	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000310_INT	LTR	Gypsy	72	0	72	0	428	284	0	0	284	0	77	72	143	41	101	66	0	0	181	292	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000052	DNA	Helitron	3038	0	0	0	0	0	0	0	0	0	0	117	0	29	0	0	8	52	0	69	0	0	65	0	0	528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000636_LTR	LTR	Copia	830	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	141	384	755	328	0	0	545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000098	DNA	Helitron	4694	57	0	0	639	0	0	214	86	0	225	0	0	212	341	112	195	98	0	37	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000340_INT	LTR	Gypsy	7356	772	0	0	46	0	0	801	1641	237	822	2119	538	1775	3628	7980	13513	3040	1108	4743	152	105	1148	259	1470	2198	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000410_LTR	LTR	Copia	298	0	298	0	0	0	0	0	0	0	0	0	0	207	0	0	232	109	187	0	0	234	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000088	MITE	DTM	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000001	DNA	Helitron	4334	0	0	0	90	0	0	42	0	0	708	0	2112	17	557	170	358	208	0	0	60	0	0	95	363	0	0	0	0	195	219	0	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000512_LTR	LTR	Copia	816	1349	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000857_INT	LTR	Copia	0	4855	0	0	0	0	0	0	0	0	0	0	0	0	1767	0	0	0	0	0	4571	0	0	0	0	0	4385	2551	756	0	0	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000728	DNA	Helitron	0	0	0	0	0	758	0	0	0	123	0	850	0	0	0	143	200	0	0	0	167	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000592	DNA	Helitron	990	0	0	0	1035	0	0	0	3195	4391	267	1331	400	0	0	0	224	438	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000717	DNA	Helitron	0	0	0	2676	2076	5985	3878	1309	244	2043	883	0	349	168	215	603	3111	137	573	640	753	212	457	671	469	122	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000816_LTR	LTR	Copia	469	0	456	0	0	361	934	0	0	0	0	0	0	0	0	0	0	0	71	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000820	DNA	DTM	89	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000095	DNA	Helitron	1911	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000727_INT	LTR	Gypsy	2913	0	0	0	0	15760	2488	0	281	0	0	0	0	0	0	0	0	0	1269	68	0	0	0	0	309	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000179	DNA	DTA	0	0	652	89	0	427	335	594	501	0	0	644	90	819	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000404_INT	LTR	Copia	3409	0	0	0	0	0	0	0	0	0	0	4229	0	0	0	0	0	0	0	0	0	0	241	0	0	0	1206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000229	DNA	Helitron	2933	0	0	0	0	0	0	30	0	148	196	0	142	180	0	266	61	0	66	0	15	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000681	DNA	Helitron	839	0	0	1768	6357	7803	8045	1776	667	0	0	0	0	69	0	0	0	0	0	0	0	5	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000272	DNA	Helitron	6337	0	189	0	156	0	74	165	168	153	0	0	145	119	0	0	0	19	113	0	97	350	7	38	48	101	0	308	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000829_LTR	LTR	Copia	120	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000825_LTR	LTR	Copia	1020	0	340	0	0	0	340	341	0	346	0	0	120	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000768_INT	LTR	Copia	4087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	99	0	294	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000783	DNA	Helitron	367	0	0	0	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000554_INT	LTR	Copia	5472	0	7476	85	171	0	349	0	0	0	43	0	0	0	0	0	0	0	0	42	152	0	0	0	0	66	145	283	71	0	0	911	3004	3409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000194	DNA	Helitron	505	0	0	0	41	0	0	41	0	0	48	158	0	0	242	0	52	264	0	657	244	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000334_LTR	LTR	Copia	170	168	0	0	140	0	0	0	0	0	0	164	0	0	0	0	146	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000772	DNA	DTC	3110	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000232	DNA	Helitron	7280	74	0	168	0	0	91	188	88	177	175	88	277	108	159	0	0	0	0	0	85	74	241	82	156	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000798	DNA	Helitron	11090	0	0	0	0	61	1711	2354	160	3638	155	7936	9793	11447	26759	16121	11556	16178	9696	10061	5407	3429	2863	4906	810	667	577	261	666	1018	651	2767	1105	2938	1473	883	149	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000373_LTR	LTR	Copia	502	0	502	503	0	0	0	0	0	0	0	0	93	0	0	0	420	0	1307	1797	857	846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000558	DNA	DTM	1892	789	978	505	0	0	0	1653	0	0	0	0	0	381	381	0	0	182	0	914	266	0	479	595	0	0	0	0	182	0	1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000671	DNA	Helitron	0	1684	0	0	0	0	0	0	0	0	0	4	111	0	293	0	0	489	103	389	495	1047	135	0	0	534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000809	DNA	DTM	1298	0	991	1986	618	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000486	DNA	DTM	498	535	0	0	0	0	0	0	0	502	475	514	240	45	0	256	269	0	775	155	0	0	336	0	194	119	152	142	33	210	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000824	DNA	Helitron	3947	0	4301	1482	2266	3282	0	1027	4661	1037	749	898	838	694	403	229	577	1096	414	298	245	514	322	0	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000586	DNA	Helitron	867	1979	1733	428	0	70	0	877	0	31	0	1126	953	701	1570	3036	1166	1434	2502	2222	378	593	234	0	114	358	193	703	789	775	382	0	576	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000536_LTR	LTR	unknown	249	0	235	0	0	0	252	0	0	248	247	246	247	0	0	0	0	0	0	0	0	0	0	183	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000253	DNA	DTC	2104	0	0	0	0	0	0	55	0	0	213	0	131	78	0	218	0	0	125	205	0	0	0	0	340	17	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000541_INT	LTR	Copia	1414	0	0	0	0	0	0	0	218	0	0	206	0	0	0	211	810	489	599	404	336	176	307	1961	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000366	DNA	Helitron	614	0	1225	0	0	0	612	615	1483	1524	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000158	DNA	Helitron	9097	547	0	67	220	2012	220	411	0	733	1034	1068	796	1655	1995	810	1265	731	503	721	1522	2228	1766	283	397	311	45	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000520_INT	LTR	Copia	16336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	693	0	714	0	0	1790	1412	1118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000144	DNA	Helitron	11395	958	355	0	108	458	567	2141	193	1125	449	491	833	752	531	53	27	722	243	82	149	332	196	354	186	54	149	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000281	DNA	Helitron	5011	2336	44	0	303	0	0	516	0	0	0	0	41	38	11	40	748	590	306	69	690	0	0	101	0	81	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000677_INT	LTR	Copia	4497	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	170	0	168	182	0	742	691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000362_INT	LTR	Copia	4474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4455	0	0	0	0	0	0	142	0	0	0	779	2447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000043	DNA	Helitron	5759	0	0	0	0	0	0	2464	3201	5953	960	1332	1352	1377	188	494	445	256	971	116	634	685	111	1004	1373	24	766	1665	714	250	515	1546	355	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000631	DNA	DTC	3490	0	7365	0	45	1167	0	207	86	210	37	270	951	685	1644	2470	1826	979	1386	2870	3966	4038	1958	2595	4283	3433	846	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000850_INT	LTR	Gypsy	5343	5541	750	0	1646	0	0	8318	18110	5855	0	6666	1182	0	0	0	0	292	2620	1488	0	356	67	266	268	0	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000572_LTR	LTR	unknown	191	0	0	0	0	955	374	514	0	191	0	0	585	171	174	0	0	0	37	0	22	176	0	21	54	113	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000793_LTR	LTR	Gypsy	0	4053	9464	7172	1806	10154	9041	36653	20670	16542	6942	4175	4862	3204	2020	2595	975	4026	9648	11695	6592	7085	4333	0	641	1498	206	268	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000145	DNA	Helitron	1640	0	0	0	0	0	0	174	315	1069	1052	869	0	0	0	0	0	0	172	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000693	DNA	Helitron	2328	0	0	0	0	0	0	215	1631	3906	3027	1092	1475	465	585	113	0	329	331	511	388	1404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000162	DNA	Helitron	7368	204	0	1744	0	967	684	1116	708	3825	3423	691	786	1072	133	754	907	426	1285	826	412	542	1042	800	1023	488	346	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000138	DNA	DTC	1976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000489	DNA	Helitron	8255	0	754	384	18510	3710	303	57	1081	0	66	0	70	0	0	0	0	0	0	106	108	154	0	0	0	0	0	691	0	573	0	0	436	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000406_INT	LTR	Copia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	1776	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000211	DNA	Helitron	950	4596	0	0	106	0	0	553	0	0	72	32	80	44	0	0	67	0	10	36	211	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000500	DNA	DTH	0	0	0	659	47	0	0	0	0	1257	1939	1247	635	1752	0	0	56	709	1726	2302	2571	5270	2387	2907	3266	4426	2875	1608	1553	222	206	207	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000224	DNA	DTM	2826	0	0	0	41	0	0	0	0	0	69	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000181	DNA	Helitron	10293	0	0	0	759	132	0	0	0	0	51	0	0	56	441	0	0	961	200	832	99	100	0	765	0	286	215	158	247	0	0	142	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000612_LTR	LTR	Copia	336	0	167	170	0	0	0	0	0	0	0	0	66	0	0	0	0	243	217	76	64	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000660	DNA	DTC	656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000492_INT	LTR	Gypsy	68	0	0	5120	376	188	0	0	0	300	10425	0	1766	3549	5290	185	0	5072	0	0	386	0	0	2509	3572	10096	6204	10096	504	0	2007	3876	0	0	0	787	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000584_INT	LTR	Copia	4393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	0	0	0	0	0	1198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000354_INT	LTR	Copia	0	0	3647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000716	DNA	Helitron	4357	0	493	0	2773	0	786	0	1767	1163	0	0	179	166	69	240	0	1866	1282	2646	4306	1857	1248	1031	2258	326	0	2025	812	3127	124	2802	221	886	447	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000374_LTR	LTR	Gypsy	330	0	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	912	0	288	0	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000594_INT	LTR	Gypsy	4035	0	0	0	1953	1205	1240	573	254	0	0	0	0	36	0	40	0	0	0	96	0	0	0	0	890	0	162	0	0	451	0	1300	0	1611	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000185	DNA	Helitron	4582	0	49	0	85	488	1051	734	1217	235	729	424	635	505	709	355	459	261	0	159	69	88	264	82	157	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000566	DNA	Helitron	1217	0	0	0	264	127	0	0	0	0	0	36	381	560	92	0	146	0	92	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000425	DNA	DTH	944	0	125	0	0	0	193	98	53	145	37	16	124	71	84	27	28	143	344	0	378	533	669	777	1033	659	728	143	379	163	60	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000168	DNA	Helitron	140	0	1151	0	0	0	0	0	0	0	0	0	77	78	0	325	0	10	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000570	MITE	DTA	174	0	0	0	174	0	237	65	0	0	0	231	0	69	257	0	63	68	104	108	106	201	312	103	108	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000447	MITE	DTA	427	0	0	0	0	0	0	0	0	0	1021	69	408	311	0	142	0	0	0	86	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000832_LTR	LTR	Copia	536	538	0	0	0	0	0	0	0	0	0	0	0	261	0	136	557	1005	259	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000255	DNA	Helitron	7446	3505	0	936	806	1056	220	0	1643	1826	1009	1618	951	640	515	778	0	854	61	293	311	1391	199	0	509	358	526	247	476	811	0	494	304	211	555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000569	MITE	DTA	401	0	0	0	0	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000283	DNA	DTM	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000638_LTR	LTR	Copia	121	0	0	0	0	111	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000494_INT	LTR	Copia	29610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	454	1362	797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000078	DNA	Helitron	3412	0	146	0	0	0	0	0	0	0	0	398	50	0	48	294	0	0	0	0	0	0	0	0	172	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000379_LTR	LTR	Copia	405	0	0	0	393	0	0	0	0	0	47	86	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000461_INT	LTR	Copia	0	0	0	0	0	0	0	0	4341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477	1867	0	0	0	0	2198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000124	DNA	Helitron	16873	0	449	0	357	0	775	0	638	0	181	303	873	590	118	651	1060	1890	2270	2449	2043	1188	355	937	711	536	286	273	637	0	0	236	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000475_LTR	LTR	Copia	484	0	483	0	2400	0	0	0	0	0	0	0	0	938	0	0	0	0	0	408	0	0	471	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000438	DNA	DTC	1429	0	0	0	0	0	279	0	0	0	0	0	0	0	0	801	0	198	0	314	668	547	244	0	324	0	0	250	0	0	0	128	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
